date,date_year,date_month,date_day,date_quarter,date_is_month_start,date_is_month_end,returns_prc,high_low_diff_mean,high_low_diff_std,open_close_diff_mean,open_close_diff_std,high_low_diff,lag_1_high_low_diff,lag_2_high_low_diff,lag_3_high_low_diff,open_close_diff,lag_1_open_close_diff,lag_2_open_close_diff,lag_3_open_close_diff,volume,lag_1_volume,lag_2_volume,lag_3_volume,adj_close,lag_1_adj_close,lag_2_adj_close,lag_3_adj_close
2010-07-26,2010,7,26,3,0,0,-2.625,0.057,0.023,-0.001,0.035,0.97,-1.027,0.057,1.541,1.069,-0.157,-0.912,0.862,0.467,-1.148,0.681,2.453,-0.708,1.144,-0.436,-4.685
2010-07-27,2010,7,27,3,0,0,-1.752,0.058,0.023,0.018,0.022,0.132,0.927,-1.06,0.019,0.269,0.838,-1.107,-2.304,-0.677,1.149,-0.472,1.363,-1.026,0.054,0.972,0.189
2010-07-28,2010,7,28,3,0,0,0.82,0.056,0.027,0.016,0.025,-1.086,0.203,0.883,-0.818,-1.117,0.304,0.813,-0.929,-0.874,-0.216,1.09,-0.07,-0.1,-0.946,1.046,2.74
2010-07-29,2010,7,29,3,0,0,-2.064,0.049,0.02,0.014,0.022,0.508,-1.152,0.644,1.593,0.667,-1.15,0.482,1.068,0.556,-1.154,0.598,4.076,-1.026,0.972,0.054,2.214
2010-07-30,2010,7,30,3,0,0,-1.304,0.048,0.019,0.011,0.02,0.595,0.56,-1.155,0.7,0.295,0.819,-1.114,0.623,-0.768,1.131,-0.363,1.168,-1.017,0.034,0.982,0.547
2010-08-02,2010,8,2,3,0,0,2.008,0.054,0.009,0.006,0.03,-1.154,0.612,0.542,-2.92,-1.136,0.389,0.747,-0.575,0.887,-1.084,0.196,-0.811,1.05,-0.941,-0.108,0.643
2010-08-03,2010,8,3,3,0,0,4.328,0.059,0.016,-0.025,0.04,0.993,-1.007,0.014,-0.027,-0.956,-0.082,1.039,1.302,1.078,-0.181,-0.897,-0.432,1.008,-0.017,-0.992,-0.584
2010-08-04,2010,8,4,3,0,0,-3.246,0.069,0.024,-0.015,0.056,0.836,0.272,-1.108,-0.404,1.095,-0.864,-0.231,0.582,-0.158,1.07,-0.912,-2.038,-0.222,1.092,-0.87,-2.737
2010-08-05,2010,8,5,3,0,0,-5.33,0.088,0.012,0.018,0.072,0.972,0.054,-1.026,-3.672,0.752,0.382,-1.135,-0.644,-0.817,-0.298,1.115,-1.165,-1.026,0.053,0.972,-0.4
2010-08-06,2010,8,6,3,0,0,-2.603,0.077,0.03,0.051,0.02,-1.134,0.754,0.381,-0.059,-0.853,1.1,-0.247,-5.771,-0.859,-0.238,1.098,4.729,-1.01,0.02,0.99,1.816
2010-08-09,2010,8,9,3,0,0,-1.531,0.059,0.035,0.042,0.027,-0.678,-0.471,1.148,0.828,-0.815,-0.301,1.116,0.138,0.786,-1.126,0.34,3.493,-0.567,-0.587,1.155,2.795
2010-08-10,2010,8,10,3,0,0,-3.258,0.044,0.01,0.032,0.011,1.076,-0.901,-0.176,5.491,0.882,-1.087,0.205,3.773,1.146,-0.452,-0.694,-0.509,-1.155,0.593,0.562,3.198
2010-08-11,2010,8,11,3,0,0,-4.413,0.053,0.017,0.038,0.017,0.927,0.132,-1.06,-0.622,0.884,0.201,-1.085,-0.241,-0.605,1.154,-0.55,-0.807,-1.09,0.216,0.875,0.863
2010-08-12,2010,8,12,3,0,0,-1.136,0.053,0.017,0.036,0.02,-1.067,0.915,0.152,-0.991,-1.109,0.834,0.274,-0.779,-0.738,-0.4,1.138,-0.352,-0.765,-0.367,1.132,1.888
2010-08-13,2010,8,13,3,0,0,0.764,0.052,0.017,0.019,0.031,0.051,-1.025,0.973,0.205,-0.9,-0.177,1.077,0.715,-0.885,-0.199,1.085,6.909,1.051,-0.94,-0.111,3.014
2010-08-16,2010,8,16,3,0,0,1.757,0.041,0.01,-0.006,0.018,-0.477,1.149,-0.672,2.71,-0.894,-0.186,1.08,3.277,-1.112,0.287,0.825,1.832,0.919,0.146,-1.065,-0.56
2010-08-17,2010,8,17,3,0,0,0.992,0.043,0.009,-0.015,0.007,-0.235,-0.862,1.097,-1.097,0.305,-1.117,0.812,4.265,-0.759,-0.374,1.133,1.713,0.962,0.072,-1.034,-2.766
2010-08-18,2010,8,18,3,0,0,-4.369,0.048,0.016,0.007,0.042,1.139,-0.403,-0.736,0.305,1.147,-0.462,-0.685,-0.382,1.122,-0.798,-0.324,1.531,-0.6,1.154,-0.554,-2.678
2010-08-19,2010,8,19,3,0,0,1.331,0.056,0.013,0.008,0.04,0.39,0.746,-1.136,-1.543,-0.627,1.153,-0.527,-0.76,0.438,0.706,-1.144,-0.687,-0.53,-0.624,1.153,-0.577
2010-08-20,2010,8,20,3,0,0,2.356,0.056,0.014,0.003,0.046,-1.138,0.401,0.737,-1.042,-0.718,-0.425,1.142,-0.337,-1.152,0.511,0.641,-0.26,1.153,-0.522,-0.631,1.423
2010-08-23,2010,8,23,3,0,0,5.166,0.065,0.026,-0.039,0.027,1.057,-0.931,-0.126,0.05,-1.12,0.317,0.803,3.409,1.081,-0.893,-0.188,-0.132,1.126,-0.342,-0.784,-0.813
2010-08-24,2010,8,24,3,0,0,-0.26,0.061,0.028,-0.032,0.036,-0.375,1.133,-0.758,0.008,0.971,-1.026,0.055,0.422,-0.032,1.016,-0.984,-0.269,-0.487,1.15,-0.663,-1.209
2010-08-25,2010,8,25,3,0,0,3.719,0.079,0.025,-0.038,0.038,0.617,-1.154,0.537,-1.583,-0.29,1.113,-0.823,0.225,-0.836,-0.272,1.108,-1.525,0.323,-1.122,0.798,-1.328
2010-08-26,2010,8,26,3,0,0,-0.709,0.063,0.027,-0.012,0.032,-0.684,1.148,-0.464,1.074,0.668,-1.15,0.482,-1.769,-0.836,-0.272,1.108,4.479,0.362,0.769,-1.131,1.393
2010-08-27,2010,8,27,3,0,0,-0.254,0.055,0.036,-0.012,0.032,-0.832,-0.277,1.109,-0.111,0.482,0.668,-1.15,0.482,-0.956,-0.082,1.039,3.777,-0.801,-0.32,1.121,-5.604
2010-08-30,2010,8,30,3,0,0,0.856,0.036,0.01,0.0,0.011,0.26,-1.104,0.844,5.716,-1.108,0.272,0.836,-4.682,1.143,-0.714,-0.429,-0.064,1.106,-0.839,-0.267,1.45
2010-08-31,2010,8,31,3,0,1,-0.924,0.031,0.007,0.001,0.012,-0.095,1.044,-0.949,1.898,0.904,-1.074,0.17,0.678,-0.875,1.09,-0.215,-0.015,-1.04,0.955,0.085,0.341
2010-09-01,2010,9,1,3,1,0,4.059,0.047,0.022,-0.018,0.034,1.136,-0.747,-0.389,-1.016,-1.085,0.884,0.201,0.63,0.07,-1.033,0.963,-0.363,1.059,-0.929,-0.13,-0.478
2010-09-02,2010,9,2,3,0,0,3.276,0.055,0.022,-0.03,0.036,0.316,0.804,-1.12,-0.753,-0.445,-0.701,1.145,0.506,0.554,0.6,-1.154,2.021,0.916,0.151,-1.067,-0.577
2010-09-03,2010,9,3,3,0,0,0.855,0.059,0.015,-0.038,0.023,-1.081,0.19,0.891,-1.871,1.13,-0.361,-0.77,2.183,-1.147,0.454,0.692,-8.266,0.563,0.592,-1.155,-3.931
2010-09-07,2010,9,7,3,0,0,-0.341,0.046,0.015,-0.018,0.026,-0.866,-0.228,1.094,1.824,0.869,0.224,-1.093,-1.454,-1.13,0.36,0.77,0.831,-1.155,0.56,0.594,-1.457
2010-09-08,2010,9,8,3,0,0,1.148,0.033,0.01,-0.008,0.011,-1.011,0.023,0.988,2.988,-0.75,1.135,-0.385,-3.487,-0.337,-0.788,1.125,1.65,0.267,-1.106,0.839,0.878
2010-09-09,2010,9,9,3,0,0,-1.4,0.027,0.006,0.003,0.018,-0.517,-0.636,1.153,2.822,0.939,-1.052,0.113,-0.826,1.089,-0.211,-0.878,1.953,-0.037,1.018,-0.981,1.851
2010-09-10,2010,9,10,3,0,0,-2.876,0.042,0.031,0.014,0.028,1.155,-0.567,-0.588,-0.269,0.89,0.192,-1.082,-0.337,0.671,0.478,-1.149,-1.984,-1.118,0.308,0.81,-0.141
2010-09-13,2010,9,13,3,0,0,-0.821,0.043,0.03,0.023,0.014,-0.533,1.154,-0.621,-0.642,-0.838,1.107,-0.269,-2.783,-1.058,0.93,0.128,-6.636,0.593,-1.155,0.561,1.165
2010-09-14,2010,9,14,3,0,0,2.746,0.059,0.028,0.004,0.039,0.454,-1.146,0.693,-1.242,-1.082,0.193,0.89,0.397,1.151,-0.655,-0.496,-0.56,0.943,0.105,-1.048,0.084
2010-09-15,2010,9,15,3,0,0,4.55,0.06,0.029,-0.031,0.04,0.731,0.408,-1.14,0.639,-0.894,-0.186,1.08,1.772,0.659,0.492,-1.151,-1.006,1.098,-0.238,-0.859,-1.714
2010-09-16,2010,9,16,3,0,0,-5.778,0.102,0.046,-0.008,0.078,1.149,-0.472,-0.677,-1.655,1.136,-0.747,-0.389,0.25,1.155,-0.564,-0.59,-0.843,-0.732,1.139,-0.408,-1.127
2010-09-17,2010,9,17,3,0,0,-3.905,0.112,0.038,0.022,0.078,-0.285,1.112,-0.826,-1.071,0.389,0.747,-1.136,-0.778,-0.312,1.119,-0.807,-0.836,-0.932,-0.125,1.057,0.08
2010-09-20,2010,9,20,3,0,0,1.852,0.112,0.039,0.036,0.055,-0.838,-0.27,1.107,-0.803,-1.117,0.305,0.812,-1.852,-0.706,-0.438,1.144,-0.986,0.706,-1.144,0.438,2.757
2010-09-21,2010,9,21,3,0,0,-0.578,0.08,0.021,0.012,0.039,-0.989,-0.021,1.01,3.51,-0.09,-0.952,1.042,1.752,-0.908,-0.163,1.072,8.381,0.198,0.886,-1.084,0.601
2010-09-22,2010,9,22,3,0,0,-5.033,0.072,0.011,0.016,0.047,0.455,-1.147,0.692,2.649,1.076,-0.175,-0.901,0.777,0.659,-1.151,0.492,3.213,-1.123,0.328,0.795,-0.543
2010-09-23,2010,9,23,3,0,0,-1.687,0.059,0.017,0.032,0.031,-0.98,1.019,-0.039,1.176,-0.334,1.124,-0.791,-1.9,-0.953,1.041,-0.088,0.937,-0.806,-0.313,1.119,1.58
2010-09-24,2010,9,24,3,0,0,0.746,0.052,0.022,0.026,0.039,-0.723,-0.418,1.141,0.316,-0.941,-0.11,1.05,-0.473,-0.785,-0.341,1.126,0.295,0.947,-1.046,0.098,3.42
2010-09-27,2010,9,27,3,0,0,0.633,0.043,0.007,0.001,0.018,1.029,-0.968,-0.06,4.57,-0.54,-0.614,1.154,3.621,-1.08,0.187,0.893,3.225,0.96,0.075,-1.036,-0.398
2010-09-28,2010,9,28,3,0,0,1.682,0.045,0.008,-0.014,0.008,0.447,0.698,-1.146,-0.307,-1.151,0.654,0.497,4.265,1.134,-0.757,-0.376,-0.164,1.092,-0.221,-0.871,-1.686
2010-09-29,2010,9,29,3,0,0,3.594,0.053,0.006,-0.028,0.022,1.139,-0.735,-0.404,-2.829,-1.085,0.199,0.886,0.826,0.991,0.018,-1.009,-0.802,0.927,0.132,-1.06,-1.649
2010-09-30,2010,9,30,3,0,1,-7.79,0.08,0.044,0.01,0.085,1.145,-0.445,-0.7,-0.655,1.138,-0.739,-0.399,-0.218,0.784,0.343,-1.126,-2.675,-1.075,0.903,0.172,-0.924
2010-10-01,2010,10,1,4,1,0,-0.437,0.073,0.052,0.02,0.08,-0.847,1.103,-0.257,-0.475,-0.172,1.075,-0.903,-0.546,-1.145,0.703,0.441,-0.431,-0.463,-0.685,1.148,0.471
2010-10-04,2010,10,4,4,0,0,2.668,0.073,0.052,0.025,0.074,-0.281,-0.83,1.11,-0.242,-0.846,-0.257,1.103,-1.055,-0.552,-0.602,1.154,0.905,1.093,-0.225,-0.868,4.442
2010-10-05,2010,10,5,4,0,0,-0.142,0.035,0.021,-0.01,0.024,-0.83,1.11,-0.28,4.635,0.492,-1.151,0.659,4.835,-1.144,0.708,0.436,9.935,0.801,0.32,-1.121,-1.823
2010-10-06,2010,10,6,4,0,0,-2.933,0.046,0.025,0.002,0.039,0.67,-1.149,0.48,-0.688,0.994,0.011,-1.006,0.115,-0.627,-0.526,1.153,0.906,-1.135,0.753,0.381,-0.734
2010-10-07,2010,10,7,4,0,0,-0.685,0.034,0.025,0.017,0.02,-0.537,1.154,-0.617,0.969,-0.386,1.135,-0.75,-2.701,-1.15,0.487,0.663,3.622,-0.615,-0.538,1.154,0.82
2010-10-08,2010,10,8,4,0,0,0.0,0.036,0.023,0.016,0.021,-0.426,-0.716,1.142,-0.804,-0.786,-0.34,1.126,-0.69,0.303,-1.116,0.813,1.022,-0.577,-0.577,1.155,39.26
2010-10-11,2010,10,11,4,0,0,-0.988,0.03,0.011,0.008,0.007,1.103,-0.256,-0.847,2.935,0.844,-1.104,0.26,4.742,-0.334,1.124,-0.79,1.813,-1.155,0.577,0.577,0.851
2010-10-12,2010,10,12,4,0,0,0.198,0.028,0.013,0.004,0.009,-0.923,1.062,-0.139,-0.662,-0.726,1.141,-0.415,0.674,0.325,-1.122,0.797,-1.722,-0.577,-0.577,1.155,1.155
2010-10-13,2010,10,13,4,0,0,-0.487,0.03,0.013,0.006,0.008,0.173,-1.075,0.902,-0.295,0.111,-1.051,0.94,-0.719,1.003,-0.006,-0.997,0.317,1.155,-0.577,-0.577,0.52
2010-10-14,2010,10,14,4,0,0,-1.205,0.03,0.013,0.007,0.01,0.902,0.173,-1.075,0.902,1.011,-0.023,-0.988,0.667,0.241,0.858,-1.098,-3.018,0.936,0.117,-1.053,-1.053
2010-10-15,2010,10,15,4,0,0,-1.704,0.039,0.006,0.016,0.008,0.688,0.459,-1.147,-3.9,0.927,0.132,-1.06,-2.172,-0.846,-0.258,1.104,-3.214,-0.577,1.155,-0.577,-3.052
2010-10-18,2010,10,18,4,0,0,-1.433,0.038,0.008,0.02,0.003,-1.151,0.654,0.497,-0.602,-0.133,1.06,-0.927,-3.907,-1.152,0.507,0.645,0.963,-1.058,0.127,0.93,0.127
2010-10-19,2010,10,19,4,0,0,-0.748,0.033,0.009,0.018,0.007,-0.614,-0.54,1.154,1.007,-1.104,0.26,0.844,-0.13,0.23,-1.095,0.865,1.027,-0.901,-0.175,1.076,1.923
2010-10-20,2010,10,20,4,0,0,2.373,0.033,0.009,-0.001,0.028,1.154,-0.614,-0.54,1.154,-1.138,0.401,0.737,0.882,0.965,0.067,-1.032,0.594,1.104,-0.844,-0.26,0.747
2010-10-21,2010,10,21,4,0,0,0.675,0.035,0.008,-0.011,0.021,-0.165,1.072,-0.907,-0.825,0.062,-1.03,0.967,1.404,1.064,-0.144,-0.92,-1.872,0.704,0.44,-1.145,-0.669
2010-10-22,2010,10,22,4,0,0,0.193,0.034,0.009,-0.015,0.016,-0.961,-0.074,1.035,-0.739,0.776,0.353,-1.129,1.58,-1.055,0.934,0.121,-0.402,0.26,0.844,-1.104,-12.798
2010-10-25,2010,10,25,4,0,0,-0.432,0.025,0.008,-0.002,0.008,-1.013,0.027,0.986,2.186,1.041,-0.087,-0.954,-3.989,-0.704,-0.44,1.145,0.497,1.126,-0.784,-0.343,-1.812
2010-10-26,2010,10,26,4,0,0,2.622,0.044,0.04,-0.011,0.023,1.148,-0.681,-0.467,-0.269,-1.134,0.756,0.378,0.087,1.152,-0.647,-0.505,0.343,1.133,-0.374,-0.759,-0.67
2010-10-27,2010,10,27,4,0,0,-1.19,0.052,0.037,-0.005,0.029,-0.09,1.042,-0.952,-0.719,0.754,-1.134,0.381,0.078,-0.081,1.038,-0.957,-0.8,-0.267,1.106,-0.839,-1.335
2010-10-28,2010,10,28,4,0,0,-0.944,0.058,0.029,-0.002,0.03,-0.784,-0.342,1.126,-1.46,0.521,0.632,-1.153,0.279,-0.847,-0.256,1.103,-1.319,0.037,-1.018,0.981,-1.851
2010-10-29,2010,10,29,4,0,0,3.205,0.046,0.009,-0.006,0.036,0.818,-1.115,0.297,4.98,-1.153,0.53,0.623,-0.892,-0.098,-0.947,1.045,5.63,1.128,-0.348,-0.779,0.038
2010-11-01,2010,11,1,4,1,0,-2.476,0.062,0.031,0.001,0.042,1.108,-0.273,-0.835,-0.425,0.817,-1.115,0.298,0.377,1.123,-0.328,-0.795,0.301,-0.212,1.089,-0.877,-1.452
2010-11-02,2010,11,2,4,0,0,-2.023,0.068,0.024,0.006,0.046,-0.535,1.154,-0.618,-1.338,0.503,0.649,-1.152,0.166,-0.333,1.124,-0.791,-1.407,-0.819,-0.295,1.114,-1.016
2010-11-03,2010,11,3,4,0,0,2.251,0.08,0.022,0.01,0.037,0.418,-1.141,0.723,-1.233,-1.15,0.486,0.664,-1.524,-0.164,-0.908,1.072,-1.53,1.101,-0.851,-0.25,1.364
2010-11-04,2010,11,4,4,0,0,9.237,0.119,0.082,-0.052,0.093,1.13,-0.359,-0.771,-0.278,-1.09,0.214,0.876,0.948,1.154,-0.549,-0.606,-0.454,1.145,-0.441,-0.704,-0.623
2010-11-05,2010,11,5,4,0,0,-1.759,0.128,0.073,-0.052,0.093,-0.618,1.154,-0.536,-1.004,0.876,-1.09,0.214,0.876,-0.099,1.046,-0.947,-1.013,0.436,0.708,-1.144,-1.452
2010-11-08,2010,11,8,4,0,0,1.922,0.12,0.08,-0.052,0.093,-0.69,-0.457,1.147,-0.382,0.218,0.873,-1.091,0.211,-0.901,-0.175,1.076,-1.1,0.709,-1.144,0.435,-10.305
2010-11-09,2010,11,9,4,0,0,-1.502,0.086,0.022,0.007,0.034,1.05,-0.941,-0.109,5.626,0.517,-1.153,0.635,-4.729,0.475,-1.149,0.674,3.81,-0.195,1.083,-0.888,0.791
2010-11-10,2010,11,10,4,0,0,16.621,0.19,0.179,-0.111,0.188,1.146,-0.448,-0.698,-0.593,-1.141,0.722,0.42,0.743,1.139,-0.406,-0.734,-0.365,1.152,-0.642,-0.51,-0.715
2010-11-11,2010,11,11,4,0,0,-1.997,0.207,0.162,-0.088,0.206,-0.55,1.154,-0.604,-0.879,0.608,-1.154,0.546,0.271,-0.04,1.019,-0.979,-1.404,0.285,0.826,-1.112,-0.968
2010-11-12,2010,11,12,4,0,0,5.328,0.225,0.149,-0.131,0.183,-0.423,-0.719,1.142,-0.777,0.139,0.923,-1.062,0.854,0.263,-1.105,0.842,-2.832,0.815,-1.116,0.3,-4.774
2010-11-15,2010,11,15,4,0,0,1.883,0.154,0.032,-0.036,0.072,0.849,0.253,-1.102,7.422,-0.04,-0.979,1.02,-4.038,0.448,0.698,-1.146,1.477,0.885,0.2,-1.085,-0.143
2010-11-16,2010,11,16,4,0,0,-4.483,0.181,0.018,-0.019,0.099,0.981,0.036,-1.018,-3.417,1.086,-0.202,-0.883,0.566,-1.152,0.507,0.645,-0.374,-0.711,1.143,-0.432,-3.386
2010-11-17,2010,11,17,4,0,0,-2.408,0.174,0.029,0.032,0.065,-1.101,0.853,0.248,-0.426,0.229,0.866,-1.095,-2.131,-0.861,-0.236,1.097,1.208,-0.699,-0.446,1.145,-0.207
2010-11-18,2010,11,18,4,0,0,-2.61,0.154,0.04,0.063,0.023,-0.823,-0.289,1.113,0.679,-0.471,-0.677,1.149,-4.476,-0.204,-0.883,1.086,5.287,1.032,-0.965,-0.067,5.574
2010-11-19,2010,11,19,4,0,0,2.678,0.125,0.016,0.015,0.061,-0.861,-0.236,1.097,4.596,-1.154,0.615,0.538,1.22,0.99,0.019,-1.01,1.974,1.116,-0.3,-0.815,-0.584
2010-11-22,2010,11,22,4,0,0,5.479,0.121,0.009,-0.042,0.088,0.975,-1.023,0.048,2.331,-0.914,-0.154,1.068,1.015,1.089,-0.211,-0.878,-1.584,1.099,-0.243,-0.856,-1.079
2010-11-23,2010,11,23,4,0,0,3.703,0.158,0.065,-0.088,0.033,1.143,-0.429,-0.714,-0.561,0.067,-1.032,0.965,4.18,0.677,0.472,-1.149,-1.979,0.867,0.226,-1.094,-1.696
2010-11-24,2010,11,24,4,0,0,0.564,0.157,0.066,-0.074,0.055,-0.727,1.14,-0.414,-0.696,1.089,-0.213,-0.876,0.33,-1.099,0.857,0.241,-4.612,0.954,0.087,-1.041,-3.362
2010-11-26,2010,11,26,4,0,0,-0.793,0.142,0.08,-0.027,0.053,-0.733,-0.407,1.139,-0.148,0.851,0.25,-1.101,-1.79,-1.147,0.459,0.688,0.616,0.415,0.726,-1.141,-3.567
2010-11-29,2010,11,29,4,0,0,-3.146,0.122,0.047,0.026,0.043,1.11,-0.831,-0.279,2.342,1.072,-0.165,-0.907,-2.577,0.308,-1.118,0.81,1.084,-1.146,0.452,0.694,-0.759
2010-11-30,2010,11,30,4,0,1,4.5,0.129,0.046,-0.005,0.091,-0.015,1.007,-0.993,-0.423,-1.104,0.844,0.26,-0.09,1.046,-0.1,-0.946,0.197,0.586,-1.155,0.569,0.83
2010-12-01,2010,12,1,4,1,0,-4.425,0.167,0.036,0.022,0.112,0.873,-1.091,0.218,-2.344,0.703,-1.145,0.442,-0.034,-0.44,1.145,-0.704,-2.069,-0.56,1.155,-0.595,1.137
2010-12-02,2010,12,2,4,0,0,-5.131,0.178,0.043,0.035,0.122,0.675,0.474,-1.149,-0.067,0.615,0.539,-1.154,0.299,0.34,-1.126,0.786,-1.444,-1.093,0.224,0.869,0.211
2010-12-03,2010,12,3,4,0,0,-1.651,0.166,0.064,0.082,0.041,-1.152,0.644,0.508,-0.588,-1.147,0.686,0.461,-4.541,-0.724,1.141,-0.417,1.616,-0.845,-0.259,1.104,1.772
2010-12-06,2010,12,6,4,0,0,-3.431,0.142,0.059,0.072,0.038,-0.264,-0.841,1.106,0.958,-0.058,-0.97,1.028,0.783,-0.449,-0.697,1.146,-0.395,-1.048,0.104,0.944,2.897
2010-12-07,2010,12,7,4,0,0,3.39,0.125,0.032,0.011,0.073,0.982,0.034,-1.017,2.528,-1.122,0.797,0.324,1.361,0.795,0.327,-1.123,9.62,0.626,-1.153,0.527,1.751
2010-12-08,2010,12,8,4,0,0,-0.34,0.116,0.047,0.002,0.07,-1.091,0.873,0.218,-0.508,0.079,-1.037,0.958,0.467,-1.153,0.627,0.526,0.214,0.922,0.141,-1.063,0.074
2010-12-09,2010,12,9,4,0,0,-1.435,0.098,0.051,-0.011,0.053,-0.511,-0.641,1.152,0.554,0.782,0.345,-1.127,1.505,-0.828,-0.284,1.111,1.032,0.139,0.923,-1.062,-4.126
2010-12-10,2010,12,10,4,0,0,-1.682,0.085,0.03,0.024,0.015,1.147,-0.462,-0.685,2.399,0.726,0.415,-1.141,-6.385,-0.492,-0.659,1.151,5.79,-1.072,0.163,0.908,-0.978
2010-12-13,2010,12,13,4,0,0,-3.568,0.094,0.024,0.046,0.023,-0.111,1.051,-0.94,-1.217,1.149,-0.473,-0.676,-1.689,-0.391,1.136,-0.745,19.679,-1.082,0.193,0.89,1.31
2010-12-14,2010,12,14,4,0,0,-6.169,0.129,0.043,0.075,0.041,1.091,-0.873,-0.218,-1.34,1.028,-0.06,-0.969,-1.083,1.155,-0.59,-0.565,-0.595,-1.095,0.229,0.865,1.213
2010-12-15,2010,12,15,4,0,0,3.142,0.121,0.047,0.043,0.093,-0.527,1.153,-0.626,-0.033,-1.121,0.8,0.321,-0.079,-0.326,1.122,-0.796,-0.77,0.04,-1.019,0.98,1.939
2010-12-16,2010,12,16,4,0,0,2.629,0.118,0.05,0.0,0.101,-0.694,-0.452,1.146,-0.546,-0.537,-0.616,1.154,0.713,-0.536,-0.618,1.154,-1.194,1.02,-0.041,-0.979,0.792
2010-12-17,2010,12,17,4,0,0,0.064,0.078,0.021,-0.039,0.033,-1.106,0.266,0.84,4.637,1.146,-0.452,-0.694,4.747,0.867,0.227,-1.094,27.52,0.855,0.244,-1.1,-2.288
2010-12-20,2010,12,20,4,0,0,0.189,0.067,0.015,-0.02,0.03,-0.341,-0.785,1.126,1.926,0.532,0.622,-1.154,-1.423,-1.152,0.647,0.505,0.212,0.913,0.156,-1.069,-3.763
